"","id","nature.of.business","business.cycle","business.type","classification","responsibility.1","responsibility.2","responsibility.3","responsibility.4","knowledge.of.org","products.services","business.orientation","org.governance","business.process.design","risk.mgmt","budgeting","quality.mgmt","process.mgmt","value.realisation","mgmt.multiple.priority","relationship.mgmt","emotional.intelligence","partnering.for.client.success","goal.setting","organisation.structuring","planning.organising","resource.mgmt","strategic.thinking","system.thinking","talent.mgmt","visioning","managing.change","judgement.decision.making","customer.market.focus","performance.planning","programme.mgmt","embracing.challenge","enterprise.analysis","auditing","organisation.comm","public.relations","shareholder.relation","crm","cost.benefit.analysis","fin.risk.mgmt","legal.function","marketing.function","procurement.function","sales.function"
"4292",4292,"services","startup","gov-linked","average","4","4","3","4","4","3","3","3","3","3","3","4","3","3","4","3","2","3","2","4","3","2","3","2","4","2","4","2","3","2","4","3","4","3","2","4","3","4","4","4","3","3","4","2"
"4293",4293,"others","growth","public","exceptional","5","4","4","2","4","4","4","5","5","4","5","5","4","4","4","4","5","5","5","5","4","5","4","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","4","4","4","4","4"
"4294",4294,"government","stable","government","average","2","2","3","4","3","4","3","3","4","4","2","3","3","3","3","3","3","3","4","4","4","3","4","3","3","2","3","4","4","2","4","2","4","4","2","3","2","2","2","4","3","3","4","2"
"4295",4295,"others","growth","private","average","4","3","4","2","3","3","3","3","2","2","2","3","3","3","3","3","2","4","3","3","4","2","4","3","3","2","3","2","2","3","4","3","2","3","3","2","3","2","3","2","2","4","2","2"
"4296",4296,"others","startup","private","average","4","3","3","3","5","2","4","4","3","4","4","4","3","3","3","3","2","2","2","3","3","3","4","2","4","3","3","3","2","4","3","2","3","3","3","2","4","3","2","4","3","3","3","4"
"4297",4297,"services","growth","public","average","2","4","4","2","2","4","3","3","4","2","3","3","3","3","2","4","4","3","3","3","4","4","2","2","3","3","3","3","3","2","3","2","3","3","3","2","3","2","2","2","3","2","2","2"
"4298",4298,"fmcg","trough","others","aboveaverage","4","4","4","5","4","5","5","5","5","4","5","4","5","5","5","5","4","4","5","5","5","5","5","4","4","5","5","5","4","5","5","4","5","5","5","4","5","5","5","5","4","5","4","4"
"4299",4299,"others","growth","public","average","2","2","2","4","2","2","4","2","3","3","3","4","3","2","4","3","4","4","2","2","2","4","2","3","4","4","4","2","2","3","3","3","4","3","3","3","4","4","2","4","4","4","2","2"
"4300",4300,"fmcg","growth","public","average","2","4","4","3","3","3","4","2","3","4","4","4","3","2","3","3","3","3","4","3","4","4","3","4","4","3","3","2","4","2","3","3","2","3","3","4","3","3","3","3","3","4","2","4"
"4301",4301,"technology","growth","private","belowaverage","2","4","4","3","4","3","3","4","3","2","3","2","3","4","4","4","4","2","2","4","3","4","2","2","2","3","4","3","4","3","4","4","4","3","4","3","2","4","3","4","4","3","3","3"
"4302",4302,"others","growth","private","average","3","4","3","4","2","4","2","2","3","2","2","4","2","4","4","3","3","4","4","3","4","3","4","2","3","2","4","3","2","3","4","3","2","3","4","4","3","4","3","2","3","4","4","2"
"4303",4303,"others","growth","others","average","2","3","4","4","2","4","3","3","2","2","4","4","2","3","3","3","3","3","3","4","4","3","4","3","3","4","3","3","2","3","3","3","3","4","4","3","3","4","4","4","4","4","4","3"
"4304",4304,"others","decline","gov-linked","exceptional","4","4","4","5","4","5","4","4","4","5","5","4","4","4","4","5","4","4","5","4","4","5","4","4","5","4","5","4","4","5","4","5","4","5","5","5","5","4","5","5","5","5","5","5"
"4305",4305,"fmcg","decline","gov-linked","average","2","3","2","2","2","2","4","3","2","2","3","3","3","4","2","3","4","3","3","2","4","2","4","3","2","4","3","4","3","3","4","3","2","2","4","2","4","2","3","3","4","3","4","3"
"4306",4306,"fmcg","startup","private","average","2","2","3","3","5","3","3","3","3","4","4","4","3","3","4","3","3","3","4","2","3","3","2","3","3","3","3","4","4","3","3","3","2","2","3","2","3","3","4","2","4","3","3","2"
"4307",4307,"others","growth","others","average","4","4","4","3","4","2","3","3","3","2","4","3","4","4","4","3","4","3","4","4","2","2","4","4","3","3","2","3","3","2","3","4","2","3","2","4","3","3","2","2","4","2","3","2"
"4308",4308,"fmcg","growth","private","aboveaverage","4","5","3","3","4","5","4","5","4","4","4","4","4","4","4","4","4","5","4","4","4","4","4","5","4","5","4","4","4","5","5","4","4","4","4","5","5","5","4","4","4","4","4","4"
"4309",4309,"others","growth","private","average","3","3","2","4","2","4","3","3","3","4","4","3","4","2","4","4","4","4","3","2","3","3","3","3","3","3","2","3","3","3","2","2","3","3","4","3","2","4","3","4","2","2","4","3"
"4310",4310,"government","startup","government","average","2","2","3","3","4","2","3","4","3","4","3","2","4","4","2","2","4","2","2","4","2","3","2","4","3","3","4","3","3","4","4","4","2","2","4","2","4","3","3","2","3","3","4","3"
"4311",4311,"others","growth","others","average","3","2","4","3","4","4","4","2","4","4","3","4","4","2","2","2","3","2","4","2","3","2","2","3","3","2","3","3","4","3","2","4","2","4","4","4","2","3","2","4","2","3","3","4"
"4312",4312,"services","startup","others","aboveaverage","3","3","3","2","5","4","5","4","5","5","5","4","5","4","4","4","4","4","5","4","5","4","5","5","4","4","5","4","4","4","5","4","5","4","5","4","4","4","4","4","4","4","4","4"
"4313",4313,"technology","startup","government","average","3","2","2","4","4","3","2","2","2","4","4","3","3","3","2","2","3","3","3","2","3","3","3","3","2","3","2","2","3","4","3","4","3","3","3","3","2","4","2","3","3","2","3","4"
"4314",4314,"fmcg","trough","government","average","2","3","2","4","2","4","4","4","3","3","3","4","3","3","3","2","3","3","4","3","4","4","3","4","3","3","3","4","4","4","4","4","4","4","3","4","4","4","2","4","3","3","4","3"
"4315",4315,"fmcg","growth","public","average","3","2","4","3","2","2","2","3","3","4","3","3","3","3","3","4","4","2","2","4","3","3","3","4","4","2","3","3","4","3","3","3","2","2","4","4","3","4","2","2","2","4","4","3"
"4316",4316,"technology","growth","others","aboveaverage","3","3","2","4","5","4","5","4","5","4","5","5","5","4","4","4","4","4","4","4","4","4","4","4","5","4","4","4","4","4","4","4","5","4","4","4","4","4","5","4","4","4","5","4"
"4317",4317,"others","startup","others","average","2","2","3","3","4","2","4","2","3","3","4","3","4","4","3","2","4","2","3","2","2","3","4","3","3","3","4","4","3","3","2","3","4","2","4","4","2","3","2","3","4","4","2","4"
"4318",4318,"fmcg","growth","public","average","3","2","3","3","3","2","4","4","4","4","3","3","4","3","2","4","4","3","2","4","3","2","3","3","3","2","4","3","3","2","4","4","2","3","3","2","4","3","4","4","3","3","3","3"
"4319",4319,"utilities","growth","government","average","2","4","3","4","2","4","3","2","3","4","3","2","4","3","4","3","2","3","4","3","3","3","4","2","3","3","2","3","3","3","3","3","3","2","3","4","2","4","3","4","2","2","2","2"
"4320",4320,"technology","stable","others","aboveaverage","5","4","3","3","4","4","4","4","4","5","5","4","4","4","5","4","5","4","5","4","5","4","4","4","5","5","4","4","4","4","4","4","5","5","4","4","4","4","5","4","4","4","4","4"
"4321",4321,"financial","growth","private","aboveaverage","3","3","4","3","4","4","4","5","4","4","4","4","5","4","4","4","4","4","4","5","4","4","5","5","5","4","4","4","5","5","4","4","4","4","4","5","4","4","5","4","5","4","5","4"
"4322",4322,"others","stable","others","average","4","4","4","4","3","3","4","4","3","4","3","4","4","2","4","4","3","3","4","2","3","3","2","4","2","4","2","4","3","3","4","3","3","3","3","2","3","3","4","3","4","4","3","3"
"4323",4323,"technology","stable","private","aboveaverage","4","3","4","3","4","4","5","4","5","5","4","5","4","4","4","4","4","4","4","4","5","5","5","5","5","4","5","4","4","4","4","4","4","5","4","4","4","4","4","4","4","4","4","4"
"4324",4324,"utilities","decline","public","aboveaverage","4","4","4","4","4","4","4","5","5","4","5","4","5","5","4","4","5","5","5","5","5","4","4","5","5","4","4","4","4","5","5","5","5","5","5","5","4","5","4","5","4","5","5","4"
"4325",4325,"financial","growth","others","aboveaverage","3","5","2","2","4","4","5","4","4","4","5","4","4","5","4","5","4","4","4","5","4","5","5","4","5","4","5","4","5","5","5","5","4","4","4","5","5","4","4","4","4","4","4","4"
"4326",4326,"fmcg","startup","private","aboveaverage","3","4","3","3","4","4","5","4","4","5","4","4","4","4","5","4","4","5","5","4","5","4","4","5","5","4","4","4","4","5","4","5","4","5","4","4","4","5","4","4","4","4","4","5"
"4327",4327,"utilities","growth","government","exceptional","3","3","3","2","4","4","4","4","4","4","4","4","5","5","4","4","5","4","4","4","4","4","5","4","4","5","4","4","4","4","5","4","5","4","5","4","4","4","4","4","4","4","4","4"
"4328",4328,"technology","growth","private","average","4","2","2","2","2","3","3","2","3","2","4","2","3","2","2","4","2","4","4","3","4","3","4","4","3","3","4","2","4","3","3","4","3","3","3","4","3","3","3","3","3","3","4","3"
"4329",4329,"fmcg","startup","private","aboveaverage","4","3","2","3","4","5","4","4","4","4","4","5","5","4","4","5","5","4","4","4","4","4","5","5","5","5","4","4","5","4","4","5","4","4","4","5","4","5","4","5","5","4","5","4"
"4330",4330,"others","startup","government","average","2","3","3","3","4","3","2","2","4","4","3","4","4","3","2","4","4","4","4","2","4","3","2","4","3","4","2","4","3","3","4","2","3","3","4","3","2","3","2","3","3","2","4","3"
"4331",4331,"others","growth","private","aboveaverage","3","3","3","4","5","4","4","4","4","5","4","4","4","4","4","4","4","4","4","4","4","5","4","4","4","5","5","5","5","4","4","4","5","4","4","4","4","4","5","4","4","4","5","4"
"4332",4332,"others","stable","private","average","4","3","3","3","3","3","4","3","2","2","4","2","4","3","3","3","2","2","3","4","3","3","4","4","3","2","3","3","4","3","3","4","3","3","3","2","4","2","3","2","3","4","2","3"
"4333",4333,"others","stable","private","average","4","3","4","3","2","4","3","4","4","3","4","4","4","3","4","3","3","4","4","3","4","3","4","3","2","2","4","2","3","3","3","4","2","2","4","3","4","4","3","3","3","3","2","3"
"4334",4334,"technology","growth","others","aboveaverage","5","3","2","4","5","4","4","4","4","5","5","5","5","5","5","4","5","4","5","4","5","4","4","5","5","5","5","4","5","4","4","4","5","4","4","4","4","4","4","4","4","4","5","4"
"4335",4335,"financial","startup","others","average","3","2","3","3","4","3","3","3","4","3","3","3","3","4","4","3","3","4","3","4","4","4","4","3","2","3","2","4","3","4","4","2","4","3","2","3","2","3","4","4","4","3","4","3"
"4336",4336,"utilities","trough","private","average","2","3","2","4","2","4","4","3","4","3","3","3","3","2","3","3","2","2","4","2","2","3","2","2","2","3","4","2","2","2","3","2","4","3","3","3","4","3","4","3","2","3","3","2"
"4337",4337,"government","growth","government","average","3","3","2","4","2","4","4","3","3","2","2","2","3","3","4","3","3","4","3","4","4","4","4","2","4","4","2","4","4","3","3","3","2","3","3","2","3","4","4","2","4","2","4","3"
"4338",4338,"utilities","decline","private","aboveaverage","5","5","4","4","4","5","5","5","4","5","4","4","4","4","5","4","4","5","5","4","5","5","5","4","5","5","4","5","4","4","4","5","5","4","4","4","4","5","5","5","5","5","4","4"
"4339",4339,"services","stable","others","average","4","4","4","4","2","4","2","3","4","4","2","4","3","4","4","3","3","4","3","3","4","2","3","2","2","3","3","3","3","3","3","4","2","3","4","2","3","2","2","3","4","3","3","3"
"4340",4340,"services","growth","private","aboveaverage","3","4","4","4","4","5","4","5","4","4","4","5","5","4","5","5","5","4","5","4","4","4","4","5","4","5","5","4","5","5","4","4","4","4","4","5","5","5","5","5","4","4","5","5"
"4341",4341,"fmcg","stable","others","average","4","3","2","3","3","2","3","2","3","4","4","3","2","2","2","3","2","4","3","4","3","2","4","4","4","2","4","3","4","3","2","2","3","3","3","2","4","3","3","2","4","3","4","4"
"4342",4342,"utilities","growth","public","average","2","3","4","4","3","3","3","3","2","2","3","3","3","2","3","3","3","3","3","3","3","3","2","4","4","4","3","3","4","2","3","3","2","3","4","3","3","4","4","3","3","4","3","2"
"4343",4343,"government","stable","government","average","3","2","2","4","2","2","3","4","3","4","3","4","3","3","3","4","3","3","2","2","2","2","3","3","3","3","2","2","4","3","2","3","2","4","4","3","3","3","4","3","3","3","3","4"
"4344",4344,"services","growth","others","average","2","4","4","2","3","2","3","3","2","3","3","3","4","4","2","3","3","4","3","3","3","3","2","3","2","3","4","3","3","4","3","2","4","4","4","2","3","3","3","2","4","3","4","3"
"4345",4345,"others","stable","government","aboveaverage","5","3","4","3","5","4","4","4","4","5","4","5","4","4","4","5","4","5","4","4","4","4","4","4","5","5","4","4","4","4","4","4","4","4","5","4","4","4","5","4","4","4","4","4"
"4346",4346,"others","growth","gov-linked","average","3","2","3","4","2","2","2","4","2","4","2","3","4","4","3","3","2","3","4","3","3","2","3","2","2","4","3","2","4","3","4","3","3","3","2","3","3","4","3","4","4","3","3","3"
"4347",4347,"fmcg","startup","others","average","3","2","2","4","4","3","2","3","3","4","4","4","2","4","4","4","3","3","3","3","4","4","2","3","4","2","3","3","4","3","4","3","4","3","3","4","2","4","3","2","3","3","2","4"
"4348",4348,"others","growth","private","aboveaverage","5","4","3","2","5","4","4","4","4","4","4","4","5","4","5","5","4","5","4","5","4","4","5","4","4","4","4","5","4","4","4","4","4","5","4","5","4","4","5","4","5","4","4","4"
"4349",4349,"fmcg","stable","private","average","3","3","3","2","3","3","4","4","4","3","3","4","3","4","4","2","4","4","3","3","3","2","3","3","4","3","3","3","3","3","3","4","4","3","3","3","2","3","4","3","4","2","3","3"
"4350",4350,"utilities","stable","others","exceptional","3","3","4","2","4","4","5","4","4","4","5","4","4","4","4","4","4","4","4","4","5","5","5","4","4","4","4","4","4","4","4","5","4","4","4","4","4","5","5","4","4","5","4","5"
"4351",4351,"services","stable","gov-linked","average","3","3","3","4","2","3","3","4","3","2","3","4","3","3","2","3","4","3","3","4","4","4","3","3","4","4","4","3","2","3","3","4","2","2","2","4","2","4","3","2","3","4","3","3"
"4352",4352,"utilities","startup","private","aboveaverage","3","4","4","4","4","4","4","5","4","5","4","5","4","4","5","4","4","4","5","4","4","4","5","4","5","4","4","5","4","4","4","4","5","5","4","4","5","5","4","4","4","4","4","5"
"4353",4353,"utilities","stable","gov-linked","aboveaverage","4","5","3","4","4","5","4","4","5","4","4","4","5","4","4","4","4","4","4","5","4","4","4","5","4","4","5","5","5","4","5","5","4","4","5","4","4","4","4","5","4","4","4","4"
"4354",4354,"technology","growth","others","average","3","3","4","2","3","2","2","2","3","2","4","3","4","3","4","2","4","3","4","3","2","4","4","2","4","3","4","4","3","4","4","4","2","4","4","4","4","4","2","4","4","2","3","4"
"4355",4355,"services","stable","others","average","2","2","4","2","4","4","4","4","3","4","3","3","4","3","3","2","2","3","3","4","3","3","3","3","4","2","3","2","2","2","3","4","3","3","3","3","3","3","4","2","3","3","3","3"
"4356",4356,"services","growth","public","average","4","2","2","2","3","3","4","2","3","3","4","3","2","2","3","3","2","4","4","4","3","3","4","4","4","2","3","4","3","3","3","3","2","4","3","4","4","4","3","3","3","4","2","3"
"4357",4357,"government","startup","government","average","4","3","3","4","3","3","2","3","2","3","3","2","4","3","4","4","3","3","3","4","4","4","3","3","3","3","4","3","3","3","3","3","4","4","3","3","4","4","3","4","3","2","3","4"
"4358",4358,"services","growth","gov-linked","average","2","3","4","3","4","3","4","4","4","4","4","3","4","2","3","3","2","4","2","3","4","4","3","3","3","2","3","2","2","3","2","3","3","4","4","4","4","4","3","3","3","4","2","4"
"4359",4359,"financial","growth","public","average","2","3","3","3","4","4","2","4","3","2","4","4","3","3","3","3","3","3","4","3","3","3","3","3","4","3","4","3","3","3","2","4","4","4","4","2","4","4","4","2","3","3","3","2"
"4360",4360,"services","startup","others","aboveaverage","4","4","3","3","3","4","4","4","4","5","5","5","4","4","5","5","4","4","4","5","5","4","4","4","4","4","4","4","5","5","4","4","4","5","4","4","4","4","4","4","5","4","5","4"
"4361",4361,"financial","stable","private","belowaverage","3","3","2","2","2","2","3","4","4","3","3","4","3","3","3","3","3","4","4","3","3","3","3","3","2","3","4","4","3","4","4","3","2","4","3","3","3","4","4","2","3","2","3","3"
"4362",4362,"utilities","stable","private","average","4","4","3","3","3","3","4","3","3","4","4","3","4","4","3","4","2","4","4","3","3","4","4","2","4","3","4","3","3","2","3","3","2","4","4","3","3","3","3","4","4","3","4","3"
"4363",4363,"others","growth","others","average","3","2","3","4","2","3","3","4","3","4","3","2","3","4","2","2","3","3","4","2","3","3","4","4","2","4","3","2","3","3","3","3","3","3","3","3","4","3","3","3","3","4","3","3"
"4364",4364,"fmcg","startup","others","average","2","2","4","3","3","3","3","3","2","3","4","3","3","3","3","4","3","3","3","2","3","4","3","3","3","4","3","4","2","2","2","2","4","4","4","4","2","3","4","3","3","2","2","3"
"4365",4365,"technology","stable","public","aboveaverage","4","4","2","2","4","4","4","4","4","5","4","4","4","4","4","4","4","4","5","4","4","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","4","4","5","5","5","4","4"
"4366",4366,"services","growth","public","aboveaverage","3","3","3","3","4","4","4","4","4","4","5","4","4","4","5","5","5","5","4","4","5","4","4","5","4","4","4","4","4","4","5","4","4","4","4","4","4","5","4","4","4","4","4","5"
"4367",4367,"financial","growth","gov-linked","aboveaverage","3","5","4","2","4","4","4","4","5","4","5","4","4","5","4","5","4","4","4","4","4","4","4","4","4","4","4","5","5","4","4","5","5","5","4","5","4","4","5","4","5","4","5","4"
"4368",4368,"services","stable","private","aboveaverage","3","3","2","3","5","4","5","4","4","5","5","5","4","4","5","4","5","4","5","4","4","4","4","5","4","4","4","4","4","4","4","5","5","5","5","4","4","5","4","4","5","5","4","4"
"4369",4369,"others","stable","others","aboveaverage","5","3","4","3","5","4","4","4","4","5","4","4","4","4","4","4","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","4","4","4","4","4","4","4","4","4"
"4370",4370,"fmcg","startup","public","aboveaverage","5","3","2","4","4","4","5","4","4","4","4","5","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","5","4","5","4","4","4","4","4","4","4","5","5","4","5","4","4","4"
"4371",4371,"technology","growth","others","aboveaverage","3","4","4","2","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","4","4","4","4","4","4","4","4","4","4","4","4","5","4","5","4","4","5","5","4","4","5"
"4372",4372,"technology","decline","private","aboveaverage","4","4","4","4","4","5","4","4","5","5","5","4","5","5","5","5","5","4","5","5","5","5","5","4","4","5","4","4","4","5","5","5","4","4","4","5","5","5","5","5","5","5","4","5"
"4373",4373,"utilities","growth","public","belowaverage","3","4","4","2","2","2","4","4","4","2","2","4","2","2","4","3","2","2","3","2","2","4","2","3","3","3","3","2","2","4","2","4","3","3","4","2","4","4","3","4","3","3","2","4"
"4374",4374,"utilities","growth","private","aboveaverage","3","3","3","3","4","4","4","4","4","4","4","4","4","4","5","5","4","5","4","4","5","5","4","5","4","4","4","5","4","4","4","4","4","4","4","4","4","4","4","4","4","5","4","5"
"4375",4375,"services","growth","private","average","2","4","4","3","2","3","4","2","3","4","3","4","3","2","2","3","4","3","4","3","3","2","3","4","2","2","4","3","4","3","3","3","3","2","4","3","3","3","3","4","4","4","2","3"
"4376",4376,"others","startup","government","average","2","2","3","3","5","4","3","3","4","3","3","3","4","3","3","3","4","4","3","4","2","4","4","3","3","3","4","2","2","3","2","3","2","3","4","3","4","2","3","4","2","4","4","2"
"4377",4377,"financial","growth","private","average","3","4","2","3","2","4","2","4","4","3","3","4","3","4","3","3","3","4","2","3","2","4","4","3","3","3","4","4","3","4","4","4","3","3","4","3","3","4","4","2","3","2","2","3"
"4378",4378,"financial","growth","private","average","2","4","3","3","2","2","3","2","4","4","2","3","2","4","4","4","3","4","4","3","3","2","3","4","4","3","4","3","3","2","3","3","3","4","4","4","3","3","4","2","3","4","3","4"
"4379",4379,"financial","stable","others","average","2","3","2","4","3","4","4","2","4","4","3","3","2","3","4","4","4","3","3","3","4","3","2","3","2","4","2","2","4","4","4","4","4","3","2","4","3","3","2","2","4","2","4","3"
"4380",4380,"fmcg","growth","others","belowaverage","2","2","4","4","2","4","4","4","3","4","4","3","3","3","4","3","2","4","2","3","3","3","4","4","3","4","4","3","2","2","3","2","2","2","2","2","3","3","2","4","3","4","2","2"
"4381",4381,"others","stable","private","average","3","4","2","2","3","3","3","3","3","4","4","4","3","4","3","4","4","4","2","4","4","3","2","3","3","3","3","2","4","4","3","2","4","3","3","2","4","4","3","4","4","3","4","3"
"4382",4382,"utilities","startup","private","aboveaverage","3","3","4","4","5","4","4","4","4","4","5","4","5","4","4","5","4","5","5","5","4","4","4","4","5","5","4","4","5","4","5","5","4","4","4","4","4","4","4","4","4","4","4","4"
"4383",4383,"financial","stable","private","average","3","2","4","3","2","3","4","4","4","3","3","3","4","4","4","3","3","2","4","3","3","2","2","4","4","3","3","4","2","3","4","3","2","4","2","3","3","3","4","2","3","2","4","3"
"4384",4384,"others","growth","public","average","3","3","3","4","2","3","4","3","3","4","2","4","3","3","2","4","3","4","4","3","2","2","4","2","3","2","4","3","3","2","4","3","4","3","4","2","2","2","3","4","3","3","4","3"
"4385",4385,"others","decline","private","aboveaverage","5","4","4","5","4","5","4","5","4","4","5","4","4","4","5","5","5","5","5","5","4","4","5","4","5","5","4","5","4","4","5","5","5","4","5","5","5","5","5","5","5","4","5","5"
"4386",4386,"financial","stable","government","aboveaverage","3","3","4","4","4","5","5","4","5","4","4","4","5","4","4","4","4","4","5","5","4","5","5","4","5","4","4","5","4","4","5","4","4","5","5","4","4","4","4","5","4","5","4","4"
"4387",4387,"fmcg","startup","private","average","2","4","4","3","5","4","4","3","4","4","3","4","4","3","3","2","2","4","2","2","3","2","4","4","3","2","4","2","2","3","3","4","4","4","3","3","4","3","2","4","3","4","3","3"
"4388",4388,"technology","growth","others","average","2","3","2","4","3","2","3","3","2","3","3","3","3","4","3","3","2","4","2","3","4","3","3","3","4","4","4","4","4","4","3","4","4","3","4","3","3","4","3","4","3","3","4","4"
"4389",4389,"services","growth","gov-linked","average","3","3","2","3","4","4","4","4","3","3","3","3","2","3","3","3","2","3","2","2","3","4","3","3","4","4","3","4","3","4","4","2","4","4","3","3","4","2","3","2","3","4","4","3"
"4390",4390,"financial","stable","others","aboveaverage","4","4","4","2","5","4","5","4","4","5","4","4","5","4","4","4","5","5","4","4","4","4","5","4","4","5","4","5","4","4","4","5","5","5","4","5","4","4","4","4","4","4","4","4"
"4391",4391,"utilities","startup","public","belowaverage","3","2","4","2","4","2","4","4","4","3","3","4","4","3","3","4","4","3","2","3","4","2","3","3","2","2","4","3","4","2","3","2","4","3","2","4","2","3","3","2","4","3","2","3"
"4392",4392,"technology","growth","others","aboveaverage","5","5","4","4","4","4","5","5","4","4","4","4","4","4","4","5","4","4","4","4","5","5","4","4","4","5","4","4","5","5","4","4","5","5","4","4","4","5","4","4","5","4","4","5"
"4393",4393,"utilities","startup","others","average","4","2","2","3","3","4","2","4","3","3","3","2","3","2","2","4","4","3","4","3","4","2","2","4","3","2","3","4","3","2","4","3","3","3","3","4","3","4","3","2","4","3","4","3"
"4394",4394,"government","stable","government","average","3","3","3","3","3","2","4","4","2","4","4","4","4","4","3","2","2","3","2","3","3","4","4","3","2","4","3","4","4","3","3","4","3","2","3","4","4","4","4","3","4","3","3","3"
"4395",4395,"fmcg","startup","others","average","3","3","3","2","5","3","2","3","3","3","3","4","3","2","2","3","3","4","3","2","3","3","4","4","3","3","3","2","3","4","4","2","4","2","3","4","2","2","4","3","3","3","3","4"
"4396",4396,"services","startup","private","average","3","3","4","4","4","2","4","2","4","4","3","4","4","4","3","4","3","2","3","4","2","3","3","2","3","3","3","3","3","3","4","4","4","4","4","3","3","4","3","3","3","3","4","4"
"4397",4397,"others","decline","private","average","2","4","4","3","2","4","4","4","4","3","3","4","4","4","3","4","4","2","3","4","2","3","4","3","4","4","2","3","2","4","3","2","2","3","2","3","3","2","3","2","3","2","4","3"
"4398",4398,"technology","startup","gov-linked","average","2","3","4","2","4","2","2","4","3","3","4","2","4","2","2","4","3","4","3","3","2","3","3","3","4","2","2","3","3","3","2","4","3","4","3","4","3","4","4","4","2","4","3","3"
"4399",4399,"others","stable","private","average","4","3","4","2","2","3","2","2","2","2","4","3","4","3","3","3","3","4","3","2","2","4","4","3","4","2","4","4","3","4","3","3","4","3","3","3","4","4","3","2","3","4","4","3"
"4400",4400,"fmcg","growth","private","aboveaverage","3","3","2","3","5","5","5","4","5","4","4","4","4","5","5","4","5","4","4","5","4","4","5","4","4","5","5","4","4","5","4","5","4","4","4","4","4","5","4","4","5","5","4","4"
"4401",4401,"services","stable","private","aboveaverage","3","3","4","4","4","4","4","5","4","4","5","4","4","4","4","5","5","5","5","4","4","4","4","4","4","4","5","5","4","4","5","4","4","4","4","4","4","4","5","4","4","5","4","4"
"4402",4402,"financial","startup","others","average","4","2","4","3","4","4","2","3","4","3","3","4","3","3","3","4","2","4","4","3","3","3","4","3","4","3","3","3","4","3","2","2","4","3","2","3","3","3","3","3","4","2","4","4"
"4403",4403,"services","growth","public","aboveaverage","4","3","4","2","4","4","5","4","4","4","4","5","4","4","4","4","5","4","5","5","5","4","5","4","4","4","4","5","4","4","4","4","5","4","4","4","5","5","4","4","5","4","4","4"
"4404",4404,"services","stable","others","average","4","2","4","4","3","4","2","2","3","4","3","3","4","3","3","3","2","4","4","3","3","3","4","4","3","3","3","3","4","3","3","4","3","2","3","3","2","4","3","3","2","3","3","4"
"4405",4405,"technology","growth","private","aboveaverage","4","5","4","2","4","4","4","5","5","4","5","4","4","4","4","5","4","4","4","4","4","5","4","4","4","4","4","5","5","5","4","4","4","5","4","4","4","4","4","4","4","4","4","4"
"4406",4406,"others","growth","gov-linked","average","3","4","3","4","4","2","3","3","4","3","3","2","4","3","3","4","3","3","3","4","4","4","3","4","4","3","3","2","3","3","3","3","4","4","4","2","4","3","3","4","3","2","4","4"
"4407",4407,"services","stable","private","average","2","4","3","4","2","2","4","4","4","3","2","3","4","4","2","2","2","3","4","4","4","3","3","2","4","3","4","2","3","3","3","4","4","3","3","3","4","3","4","3","3","4","3","2"
"4408",4408,"financial","stable","private","belowaverage","3","4","4","3","3","2","4","2","3","3","2","4","3","3","4","4","4","3","3","3","4","2","3","3","3","3","4","2","3","4","4","3","3","2","3","4","3","2","4","4","2","4","2","3"
"4409",4409,"technology","growth","public","average","3","2","4","2","3","4","3","2","3","4","4","4","2","3","4","3","3","4","4","3","3","3","3","3","3","4","2","4","3","3","3","2","4","3","3","4","4","3","2","3","3","3","3","4"
"4410",4410,"services","stable","private","average","2","3","3","4","3","3","2","4","4","2","4","3","2","3","4","3","2","3","3","3","4","3","4","3","2","2","3","2","3","4","2","2","4","3","4","3","4","3","4","3","3","2","3","3"
"4411",4411,"fmcg","growth","others","average","3","4","3","2","3","4","3","3","4","2","4","4","4","4","3","2","3","3","4","2","3","3","3","4","2","3","2","2","3","4","4","2","3","4","2","3","4","3","3","2","3","3","3","4"
"4412",4412,"others","decline","public","average","3","2","4","4","3","4","3","3","2","3","3","3","3","3","4","2","4","3","3","3","4","2","4","3","3","3","3","2","4","3","3","2","2","2","4","2","3","3","4","3","3","4","2","3"
"4413",4413,"others","stable","public","aboveaverage","3","3","4","3","4","4","4","5","5","5","4","4","5","4","4","4","4","4","5","5","5","5","5","5","4","5","5","5","4","4","5","5","5","4","4","5","4","4","4","5","5","5","5","4"
"4414",4414,"fmcg","stable","private","average","3","3","3","3","2","4","3","3","2","3","4","4","2","3","3","2","4","2","3","4","3","3","2","2","4","4","3","3","4","3","2","3","4","4","2","4","2","4","3","3","3","3","3","2"
"4415",4415,"utilities","stable","private","average","4","3","3","4","3","2","3","2","2","2","3","3","3","2","3","2","3","3","4","4","4","4","3","3","3","4","2","3","4","3","4","4","4","3","4","4","3","3","3","2","2","4","2","3"
"4416",4416,"technology","growth","private","average","3","2","4","4","2","4","4","4","3","4","4","2","3","3","2","3","2","4","3","4","3","3","4","4","3","4","4","4","2","3","4","4","3","2","3","4","4","2","3","3","3","4","2","3"
